"date","year","week","AK","AL","AR","AZ","CA","CO","CT","DE","DC","FL","GA","HI","ID","IL","IN","IA","KS","KY","LA","ME","MD","MA","MI","MN","MS","MO","MT","NE","NV","NH","NJ","NM","NY","NC","ND","OH","OK","OR","PA","RI","SC","SD","TN","TX","UT","VT","VA","WA","WV","WI","WY","PR","US"
2018-04-14,2018,15,5.18847,1.67309,1.0101,3.23984,1.81038,0.642839,2.97006,0.280224,1.68436,NA,2.55548,2.78005,0.302115,1.54427,2.59802,0.391901,1.8852,1.75079,2.06125,0.557046,1.36248,1.84517,1.6067,2.14578,2.57074,1.17284,0.535714,2.17447,0.825902,0.541321,2.42946,1.31453,2.19619,1.2489,0.404858,0.942408,1.21889,1.35582,1.61448,1.77145,1.832,2.63945,0.624164,2.45258,0.835232,2.33288,2.22966,0.889838,2.26154,2.10891,1.222,6.28898,1.8062
2018-04-21,2018,16,5.13219,1.59241,1.1577,3.1548,1.83904,0.619958,2.77207,0.335445,1.47955,NA,2.19138,2.22816,0.300978,1.17982,1.96954,0.277681,1.394,1.33831,2.04757,0.596817,1.54794,1.65541,1.41202,2.25527,2.17982,0.613893,0.182577,1.81505,0.637607,0.733308,2.13059,1.28927,2.22306,1.19874,0.801425,0.77018,0.913681,1.19024,1.38854,1.42276,1.27997,1.03513,0.634171,2.46861,0.722453,2.6087,1.83831,0.804932,1.29297,2.11268,1.26328,4.56158,1.58958
2018-04-28,2018,17,4.01272,1.44857,1.59631,2.84864,1.90959,0.719954,2.65946,0.10917,1.60439,NA,1.95057,3.09365,0.332889,1.2719,1.41003,0.352903,1.16693,1.16826,2.11199,0.30104,0.993164,1.30076,1.26615,1.87617,2.22198,0.78765,0,2.19037,0.782583,0.786749,2.23194,1.34181,1.59244,1.15687,0.903342,0.972847,0.803011,1.01416,1.28933,0.54686,1.1172,1.33567,0.38324,2.29361,0.933446,2.59918,1.8337,0.389972,1.24405,2.01085,1.08453,5.45635,1.54077
2018-05-05,2018,18,3.22196,1.35947,1.15764,3.10377,1.859,0.580452,2.28298,0.251346,1.48168,NA,2.09599,2.15154,0.617665,1.03102,1.54688,0.250268,0.773196,0.694235,1.84291,0.423518,1.39647,1.20893,0.650815,1.83958,2.34473,0.167715,0,1.4425,0.744781,0.585652,1.82601,1.21266,2.20051,1.1033,0.102564,0.782361,0.901352,0.989866,1.1062,0.888973,1.25444,1.0263,0.576822,2.30994,1.02064,1.80563,1.66889,0.423573,1.1413,1.87672,0.600495,11.9612,1.45326
2018-05-12,2018,19,3.15959,1.20346,1.73585,2.56495,1.7816,0.463652,1.35659,0.117786,1.78303,NA,1.96754,2.29277,0.143781,0.98153,1.05644,0.241779,0.77657,0.850472,1.97468,0.194175,1.18528,1.05451,0.851772,1.64524,1.96673,0.327392,0.0574713,1.23775,0.69298,0.473588,1.86923,1.41117,1.50123,0.778399,0.114286,0.714359,0.558659,0.876797,0.912693,0.528206,0.793651,0.747065,0.468165,2.16706,0.716589,1.84244,0.915147,0.519967,0.551958,1.48108,0.568586,5.06912,1.28242
2018-05-19,2018,20,2.60009,1.13941,1.26286,2.51408,1.59208,0.420934,1.43184,0.0381098,1.48411,NA,1.99965,1.67665,0.215517,0.90539,1.02437,0.325733,1.13227,0.616428,1.88116,0.108648,1.16776,1.01591,0.655625,1.30801,1.88175,0.318182,0,1.22853,0.501858,0.464723,1.74853,1.29345,1.42733,0.593723,0.192678,0.62483,0.465252,0.761315,0.783355,0.293057,1.0043,0.93277,0.361426,1.69425,0.935632,1.61491,1.07061,0.450547,0.562177,1.70237,0.535783,5.12558,1.2243
2018-05-26,2018,21,2.60979,1.05784,1.12745,2.30319,1.69035,0.3215,3.05455,0.0417014,1.63837,NA,1.79242,2.26804,0.493421,0.951539,1.10335,0.165198,1.37174,0.436168,1.8401,0.169368,1.24735,1.07181,0.626449,1.06858,1.824,0.214707,0,1.88078,0.496947,0.402299,1.81769,1.12085,1.24434,0.67766,1.41732,0.793567,0.611522,0.717501,0.726085,0.213624,0.887866,0.956938,0.592034,1.95167,0.829122,1.11206,1.06784,0.254453,0.433495,1.75953,0.493131,6.54731,1.23385
2018-06-02,2018,22,1.87126,1.10354,1.1959,2.61822,1.5359,0.430582,0.719424,0,1.42974,NA,1.89676,1.71184,0.212766,0.909843,1.21792,0,0.855746,0.340948,1.66249,0.0622665,1.43824,0.89777,0.507725,0.854191,1.9456,0.279174,0,1.87467,0.702644,0.504626,1.68757,1.54443,1.39104,0.41234,0.410397,0.674043,0.282486,0.782735,0.717958,0.116686,0.847757,0.658843,0.352811,1.70382,1.62842,1.30261,1.06865,0.101729,0.272926,1.87406,0.384468,5.11247,1.22391
2018-06-09,2018,23,1.76056,0.790724,1.1781,1.55347,1.34495,0.293751,0.599829,0,1.611,NA,1.70292,1.67653,0.365631,0.641356,1.34508,0,0.963719,0.25289,1.43664,0,2.11203,0.685467,0.393722,0.545384,1.38915,0.0922084,0,1.26456,0.599987,0.496102,1.836,1.4778,0.0269724,0.708346,0.376412,0.614777,0.331565,0.81507,0.752432,0.027571,0.376041,0.48772,0.212643,1.57834,0.782286,2,0.853615,0.126743,0.132132,1.62032,0.576271,5.44629,1.04866
2018-06-16,2018,24,0.902708,0.790179,1.3708,1.76123,1.33835,0.264858,0.879507,0.042517,0.829155,NA,1.36866,1.24844,0.184843,0.604413,0.487277,0,0.833912,0.290251,1.33267,0.0911993,0.863107,0.650836,0.723549,0.327439,1.26806,0.0935891,0,1.10222,0.558036,0.780142,1.76026,1.01294,0.0407609,0.423025,0.535475,0.771718,0.578778,0.7486,0.656064,0.145433,0.297137,0.672116,0.210768,1.59816,0.318847,1.57068,0.928725,0.301694,0.210322,0.171527,0.494896,4.93957,0.979381
2018-06-23,2018,25,1.35959,0.677789,0.564016,1.93483,1.64565,0.207263,1.1535,0.0469484,1.64323,NA,1.23209,1.78571,0.18018,0.72805,0.721021,0,0.107124,0.271095,1.35339,0.0929368,0.794834,0.695557,0.405308,0.702487,1.15507,0.231589,0,0.307587,0.467892,1.00358,1.6755,1.03814,0,0.435662,0.41841,0.503514,0,0.697553,0.54252,0.259488,0.49903,0.559493,0.39128,1.32682,0.590195,1.27551,0.942518,0.336619,0.182788,0.121704,0.71966,5.57452,0.94819
2018-06-30,2018,26,1.91693,0.666144,0.653595,1.78559,1.53626,0.272491,1.84136,0.369174,1.4592,NA,1.14853,1.14025,0.189394,0.643269,0.657895,0,1.05337,0.144023,1.36253,0,0.927866,0.719451,0.449884,0.733753,1.15998,0.285987,0,0.358365,0.210612,0.538876,1.39117,0.968442,0.0150943,0.32269,0.391134,0.618319,0.204988,0.58273,0.510015,0.0296384,0.591366,0.660345,0.237954,1.7444,0.210103,1.67598,0.895024,0.475475,0.1,0.0433463,0.673293,5.35065,0.867741
2018-07-07,2018,27,1.72048,0.735666,0.632511,1.86575,1.09491,0.208792,0.262467,0,1.18168,NA,1.09503,1.93939,0.204499,0.738426,0.749866,0,0.294118,0.190114,1.33875,0.0869565,0.925047,0.703415,0.37167,0.443022,1.35505,0,0,1.37981,0.339648,0.294695,1.44997,1.09665,0.0176025,0.426487,0.536193,0.530127,0.308166,0.599857,0.494634,0.126904,0.408805,0.682382,0.491768,1.27277,0.0157468,1.65138,0.856544,0.310078,0.276906,0.158646,0.728332,4.96829,0.822957
2018-07-14,2018,28,1.80654,0.614799,0.688924,1.61422,0.98471,0.24433,1.15512,0,1.20312,NA,1.07322,0.93361,0,0.69657,0.82203,0.173762,0,0.229961,1.26171,0.0236463,1.013,0.802852,0.330374,0.526712,1.1408,0,0,1.00085,0.320076,0.445765,1.29799,1.0292,0,0.575214,0.26178,0.516582,0.356205,0.469835,0.481905,0.0256937,0.372836,0.339586,0.077821,1.35064,0.194384,1.1535,0.78294,0.205814,0.260945,0.255211,0.893683,2.2805,0.772384
2018-07-21,2018,29,1.47645,0.630088,0.763359,1.21347,0.933866,0.215856,2.2508,0.302637,1.05352,NA,0.953841,1.15789,0,0.590593,1.05773,0.0748503,0.14892,0.323154,1.18918,0,0.401714,0.657088,0.260573,0.8449,0.997889,0.103146,0,0.985687,0.423499,0.0770416,1.24432,0.782473,0,0.0723197,0.134048,0.513627,0.338409,0.421065,0.356381,0,0.235156,0.434084,0.424119,1.06927,0.178874,1.42857,0.731648,0.225677,0.127755,0.389105,0.397483,4.55032,0.707466
2018-07-28,2018,30,1.3363,0.63202,0.448934,1.72563,0.946458,0.159526,0.339559,0.131868,1.03181,NA,1.09775,0.909091,0.322581,0.458395,0.742881,0.0765111,0.074184,0.226317,1.30786,0.0675676,0.45719,0.667453,0.39804,0.633762,1.14843,0.04914,0,0.573643,0.334865,0.60015,1.13838,0.871948,0.0135135,0.23595,0.163399,0.314597,0.252343,0.349108,0.34642,0.0261986,0.426136,0.644538,0.34558,1.02062,0.0637113,1.1396,0.683917,0.288714,0.0848656,0.236072,0.302216,4.03518,0.686508
2018-08-04,2018,31,1.44396,0.663122,0.542373,1.32218,0.944158,0.192141,0,0,0.868696,NA,0.983631,0.40858,0,0.506873,0.626468,0.062383,0.115473,0.154219,1.40713,0.0734035,0.445198,0.564083,0.508406,0.904243,1.05817,0.100959,0,0.544239,0.265903,1.17555,1.11922,0.991724,0.0136836,0.164339,0.132979,0.577265,0.321314,0.298632,0.421819,0.0522466,0.351101,0.28576,0.189717,1.05115,0.177218,1.43541,0.653345,0.134553,0.164843,0.131464,0.661521,4.12866,0.68859
2018-08-11,2018,32,1.48837,0.655738,0.759631,1.68249,0.954801,0.182083,1.3089,0,0.972733,NA,1.14223,0.838926,0,0.441259,1.19002,0.114778,0.102354,0.270873,1.31079,0.045861,0.610874,0.655524,0.298011,0.095057,1.10771,0.149328,0,1.21916,0.223608,0.773395,1.20482,1.10102,0,0.0442968,0,0.547945,0.576844,0.38562,0.36568,0.0942507,0.307031,0.495841,0.324383,1.31924,0.394566,1.64093,0.631338,0.261694,0.0645494,0.223015,0.555997,4.63697,0.736093
2018-08-18,2018,33,1.88111,0.899956,0.513479,1.66342,0.947351,0.202891,0.281294,0,1.09916,NA,1.68312,0.568182,0,0.475835,1.05878,0.205997,0,0.400246,1.42011,0.0783904,0.548341,0.689191,0.394685,0.304136,1.54768,0.125209,0,1.09091,0.268597,0.938233,1.34763,1.34678,0,0.258509,0,0.564676,0.72095,0.412281,0.403519,0.0561482,0.4677,0.48353,0.153817,0.988875,0.379986,0.959024,0.639519,0.133761,0.102474,0.294737,0.544747,3.7182,0.806323
2018-08-25,2018,34,2.09717,1.3137,0.603622,2.22658,0.85034,0.319584,1.06557,0,1.24419,NA,1.93451,0.834202,0,0.512276,1.16721,0.171416,0.137646,0.562297,1.75043,0.0487924,1.05468,0.71071,0.492295,0.107066,1.73671,0.0323729,0,2.13704,0.327635,0.96225,1.53041,1.00043,0,0.166196,0.174216,0.66313,0.925926,0.400144,0.406604,0.0283527,0.228368,0.627897,0.262009,1.39918,0,1.46277,0.766764,0.169887,0.0786658,0.368098,0.651997,5.14313,0.954211
2018-09-01,2018,35,2.84148,1.27224,0.976563,2.12139,1.04722,0.315884,0.533721,0,1.34153,NA,1.95655,1.57171,0,0.713604,1.25261,0.163246,0,0.511945,1.88723,0,0.708048,0.717829,0.435664,0.317965,2.25188,0.299133,0,2.13551,0.379347,0.185989,1.40639,1.42765,0,0.353607,0.497512,0.771185,1.05357,0.483954,0.465368,0.0227376,0.385171,0.688705,0.409079,1.20577,0.379986,1.95258,0.766692,0.183007,0.184445,0.390625,0.373514,4.69762,0.962249
2018-09-08,2018,36,2.89612,1.44664,0.831354,2.10737,1.35018,0.532201,0.569177,0,1.35528,NA,2.13277,1.57116,0,0.740824,0.803571,0.189087,0.248139,0.960298,2.16778,0.0526177,0.854701,0.862194,0.981798,0.962696,1.91326,0.690789,0,2.27183,0.469093,0.593472,1.50687,1.60943,0.0796178,0.523743,0.30581,0.750953,1.00292,0.601436,0.584038,0.119332,1.4326,0.914685,0.487313,1.94818,0.617595,2.50696,0.921157,0.259235,0.206356,0.644505,0.665623,6.66959,1.14153
2018-09-15,2018,37,2.53872,1.42846,0.821429,2.15517,1.53784,0.371481,1.67598,0.0848176,1.30639,NA,1.97325,2.22576,0,0.74665,1.32958,0.21725,0.431779,0.578361,1.79334,0,0.554529,0.92219,1.19304,1.28068,1.71897,0.431034,0,1.65388,0.414365,0.430108,1.8064,1.4654,0.260841,0.613706,0,0.588556,0.901607,0.493436,0.704251,0.115385,1.78249,0.947026,0.306492,2.13464,0.461117,1.96629,1.14034,0.339051,0.390498,0.876011,0.541126,5.82567,1.14726
2018-09-22,2018,38,2.16065,1.59681,0.921006,1.93361,1.36726,0.349223,2.34425,0.0713267,1.85339,NA,1.95678,1.3296,0.348028,0.855642,1.00122,0.26241,0.254022,0.252525,1.92146,0.122888,0.702625,1.00915,1.54953,1.16649,1.84735,0.554529,0,1.24807,0.547702,0.668258,2.3076,1.45397,0.342359,0.675473,0.27027,0.898977,0,0.610103,0.853632,0.164609,1.02326,0.7945,0.271186,1.88542,1.43943,1.4531,1.17243,0.409082,0.646698,1.21468,0.576161,6.58065,1.31197
2018-09-29,2018,39,3.19392,1.52419,1.66543,2.09875,1.30344,0.329133,0.962269,0.12024,2.09455,NA,2.14246,2.44313,0.096432,0.743332,0.9629,0.225734,0.269179,0.561726,2.04466,0.0577534,0.867231,1.0465,1.536,1.03635,1.94573,0.350877,0,1.45166,0.441859,0.704556,2.63835,1.28603,0.22658,0.593939,0.723764,0.708153,1.93568,0.705561,1.00661,0.248262,1.09472,1.18708,0.402706,2.1767,1.08121,2.54351,1.33406,0.22417,0.71708,1.00353,0.527879,7.31707,1.37701
2018-10-06,2018,40,1.99899,1.62895,1.10452,1.73525,1.48324,2.08215,1.50082,0,2.17196,NA,2.31987,1.5748,0.52459,0.791928,1.25458,0.507453,0.86426,0.970453,2.47737,0.925735,0.7087,1.00768,1.02859,1.28562,1.93019,0.581937,0.634962,1.94323,0.389035,0.609756,2.70526,0.852188,0.964964,0.866783,0.937866,0.793849,1.66568,0.780399,0.901871,0.233173,1.36324,0.944063,0.458461,2.57487,1.12891,1.06898,1.52388,0.34384,0.80433,1.27936,1.69995,7.7072,1.42429
2018-10-13,2018,41,2.39035,1.72025,1.11684,1.67422,1.27218,2.33871,1.53914,0.0872981,2.25308,NA,2.39457,1.41463,0.271003,1.00549,1.1109,0.507835,0.84532,1.27859,2.55452,0.975419,0.705379,1.16488,1.07104,1.71591,1.99827,0.564279,0.541221,2.73047,0.628229,0.195759,2.60627,0.809395,0.98214,1.0687,1.32289,0.644522,1.86642,0.793493,1.04907,0.32491,1.58326,0.787648,0.756004,2.12283,0.889977,1.0993,1.65295,0.507963,0.738967,1.43178,1.60723,6.87581,1.48151
2018-10-20,2018,42,2.27015,1.82969,1.63996,1.79159,1.42798,2.5849,1.32265,0.113679,2.02167,NA,2.64531,1.73611,0.0910332,1.0392,0.847305,0.477085,0.991109,1.39531,2.76474,0.947507,1.09429,1.27304,1.08728,1.39559,2.19066,0.794989,0.718391,1.52995,0.560348,0.661417,2.69214,1.06924,1.1082,1.14982,0.798019,0.638889,2.07515,0.851592,1.08332,0.32098,1.4797,0.883799,0.374837,2.20848,1.33969,1.12488,1.96792,0.32548,0.905644,1.4437,0.994789,7.13668,1.59449
2018-10-27,2018,43,1.00476,2.24404,1.49044,1.61534,1.62584,2.29673,1.61677,0.155521,1.8309,NA,2.95452,1.76252,0.375738,1.16002,1.0576,0.616776,1.19834,1.58001,3.17727,1.23958,0.99711,1.14343,1.1997,1.53928,2.50883,0.969123,0.580357,2.06318,0.581503,0.739788,2.98871,1.08787,1.13962,1.37015,0.79758,0.893915,2.47682,0.879487,1.14248,0.455949,1.94822,0.853253,1.05571,2.63998,1.69755,1.42456,1.88437,0.446229,1.02533,1.35014,0.897708,6.79673,1.72683
2018-11-03,2018,44,2.44719,2.39048,2.19714,2.01895,1.76401,2.60677,1.84649,0.152091,2.25685,NA,3.32044,1.76036,0.222346,1.30508,1.32008,0.581959,1.15607,1.85763,3.29785,0.847635,1.66245,1.11881,1.1542,2.24719,2.70222,1.44078,0.708248,2.22141,0.549416,0.73193,2.97478,1.28941,1.26942,1.45512,1.15875,1.0196,2.66712,0.927737,1.20261,0.558331,2.19329,0.972398,0.876289,2.8987,1.44402,1.16677,2.05753,0.420954,1.02692,1.47368,0.858896,6.48952,1.84522
2018-11-10,2018,45,2.06333,2.76071,1.98373,2.05666,1.86635,2.74013,2.27739,0.530179,1.94363,NA,3.39753,1.40217,0.524934,1.25819,1.34377,0.465326,1.36772,1.6424,3.67614,0.981172,1.49345,1.2139,1.36638,1.75836,2.84541,1.33657,0.592277,2.22559,0.559854,0.795165,2.92529,1.31015,1.09622,1.51526,0.787861,0.870578,2.58927,0.99541,1.32262,0.629704,2.53877,0.91149,1.00729,3.16233,2.05769,0.89695,2.27396,0.49554,1.04861,1.35031,0.970414,7.54907,1.93069
2018-11-17,2018,46,2.5618,2.96346,2.48363,2.11686,2.07476,3.09119,2.44985,0.41511,2.54998,NA,3.7488,1.69705,1.30039,1.37384,1.51374,0.387758,1.42206,1.71684,4.09662,1.13394,0.78941,1.1907,1.45076,1.84595,3.26548,0.522496,0.714286,2.61819,0.651933,0.224888,3.23105,1.3982,1.10866,1.70642,1.14135,0.76949,3.67013,1.16013,1.38527,0.310762,2.26159,0.433239,1.19461,3.38883,2.01558,1.13384,2.45717,0.487559,1.10489,1.54697,0.768278,8.06142,2.09114
2018-11-24,2018,47,2.62815,3.05731,2.72989,2.71199,2.07785,2.81932,2.62246,0.256082,2.15529,NA,4.49598,1.72956,0.643974,1.55275,1.87045,0.696409,1.53763,1.88326,4.69982,1.15683,1.6028,1.63042,1.67806,2.20573,3.30231,1.18802,1.30226,3.07619,1.12796,0.191939,3.42996,1.32678,1.34015,1.69033,0.646154,1.04089,4.05823,1.36558,1.60346,0.452489,2.93588,1.14909,1.64434,3.67031,3.04355,0.763151,2.72211,0.744971,1.42249,1.54163,0.585652,9.18468,2.41082
2018-12-01,2018,48,2.31352,3.06889,2.10595,2.712,2.35193,3.48761,2.59067,0.199681,2.2897,NA,4.12984,1.92308,0.610288,1.44399,1.69739,0.597984,1.46818,1.75322,4.4938,0.843429,1.12314,1.39094,1.4829,2.08246,3.41987,1.32776,0.885296,2.68817,1.02199,0.182083,3.30683,1.40047,1.31799,1.79357,1.30201,1.14975,2.7498,1.22572,1.43328,0.594855,2.96338,0.986423,1.49951,3.58931,2.34652,0.93551,2.59753,0.665668,1.30329,1.60114,0.831817,7.28509,2.25019
2018-12-08,2018,49,2.41474,2.97551,1.94778,2.66633,2.55125,3.88091,3.6658,0.649652,3.71177,NA,4.07818,2.21402,0.696594,1.5422,1.8206,0.542571,1.335,1.54104,3.95995,0.853603,0.952511,1.50652,1.37479,1.89865,3.22215,1.63128,0.665795,2.32166,1.09869,0.721402,3.56914,1.57558,1.46959,1.7682,0.791184,1.10415,2.92545,1.28866,1.52263,0.979741,2.64892,0.93426,1.80793,3.57419,2.45367,1.29148,2.60454,0.608632,1.03127,1.47003,1.22087,10.5825,2.30458
2018-12-15,2018,50,2.76118,3.66897,2.96112,3.27903,2.90103,5.00071,3.38048,0.655881,2.84912,NA,5.30797,1.46404,0.456323,1.68249,2.26178,0.634312,1.92336,3.08051,3.95481,0.998513,1.53295,1.68937,1.61228,2.67372,3.40722,2.36467,0.892857,3.27928,1.4614,0.252799,4.11366,2.32249,1.95702,1.95781,1.24834,1.17031,3.13997,1.56232,1.89283,0.846781,3.27488,0.596073,2.18224,4.13873,2.47489,2.08899,2.94933,0.739939,1.6372,1.64951,1.7146,9.94789,2.73758
2018-12-22,2018,51,2.95333,4.11336,3.22406,3.26158,3.15841,5.98366,4.17384,1.24648,2.88832,NA,6.59909,1.60858,0.638978,2.09465,3.8496,0.746405,1.83548,3.56923,4.18465,1.17233,2.40568,2.26225,2.44056,2.58014,4.566,2.54697,0.963463,5.35202,2.71733,0.717313,4.79964,4.28645,2.42423,1.99279,0.884481,1.30625,4.08163,1.591,2.14732,1.11753,4.12062,0.646595,2.38136,4.95303,3.35942,1.85324,3.11585,0.928793,1.65996,1.836,1.21425,12.3578,3.24643
2018-12-29,2018,52,2.90184,5.18938,4.37528,4.24465,3.35655,7.42512,4.66683,0.805802,2.884,NA,7.30976,2.07182,2.23285,3.33358,5.62466,1.94316,3.32414,4.42422,5.26109,1.57726,2.8532,3.31652,2.35068,3.40117,5.04239,4.70588,2.17698,8.70194,3.36625,1.78571,6.4099,6.48377,3.02311,2.788,2.69107,2.18115,5.4195,1.75539,3.0173,2.49922,5.48039,1.48418,3.92654,6.40128,5.01597,3.19773,3.63349,1.31694,2.0346,1.90082,2.74953,8.95742,4.19267
2019-01-05,2019,1,3.07589,4.25721,2.99897,3.96648,3.3413,5.99033,5.00192,0.745841,2.59032,NA,5.52784,2.91174,1.28894,2.92991,3.82813,1.43723,2.89403,4.09575,4.62762,1.72841,3.39969,3.20163,1.88872,3.27022,4.07899,2.90607,1.64133,7.64405,2.53674,0.812568,5.7853,5.23756,2.7959,2.69629,0.70062,1.2953,5.13582,2.1389,2.85305,2.06847,4.74347,1.67304,3.4375,5.11093,4.63265,2.61241,3.64213,1.38619,2.0164,1.87068,2.16181,9.84776,3.63499
2019-01-12,2019,2,2.57616,3.38062,2.21019,4.19156,3.14047,5.24679,5.13861,0.686416,2.66989,NA,4.02664,3.04204,1.51611,2.18342,3.23668,1.12378,2.90431,4.47333,3.99842,1.9019,2.78065,2.9033,1.61182,4.74847,3.56447,1.95931,1.56068,6.20358,2.82462,3.46747,5.19395,4.47269,2.53648,2.34884,1.50538,1.08486,4.4504,1.6373,2.40853,2.90348,3.45609,1.30657,1.86366,4.66314,3.69727,3.36988,3.46321,1.45493,2.1831,1.89365,1.95251,7.76644,3.14077
2019-01-19,2019,3,3.63118,4.30332,2.61345,3.59964,2.87537,4.7971,5.24651,0.813376,2.57954,NA,3.86794,2.35632,1.89573,2.16887,4.14701,1.56977,3.47157,6.76321,4.19386,1.96653,3.99512,3.03269,1.92351,3.21409,4.10309,2.37189,1.63584,8,2.52211,3.05173,5.42867,4.52249,3.0807,2.61491,2.99332,1.32853,5.12508,1.68362,2.41556,3.76242,3.95398,1.78311,2.07523,5.57504,3.25594,3.69641,3.5385,1.60766,2.73159,1.90758,2.6464,9.94832,3.36551
2019-01-26,2019,4,6.34523,5.50477,4.43068,3.83121,2.74367,4.56864,4.78395,1.03194,2.61113,NA,4.375,4.67602,2.43056,2.24184,3.68455,1.75633,3.25931,9.6176,5.1267,2.39196,3.79034,3.16343,2.41699,3.79504,5.19119,2.68942,2.02273,7.49806,2.5058,2.55781,5.73364,4.67061,3.47274,3.57653,2.40694,1.49808,6.27283,1.90252,2.88148,4.5171,4.71285,2.2846,3.40609,7.07857,4.17613,4.26533,4.3522,1.87949,3.25203,2.02401,3.47029,9.71457,3.89305
2019-02-02,2019,5,7.53146,7.93121,5.84074,3.73006,3.25349,4.91429,4.87917,1.6381,3.19029,NA,5.04213,4.7777,2.67215,2.94723,3.85784,2.00265,3.62476,9.84873,7.72597,2.41331,2.61523,3.20346,1.74689,3.77815,7.14015,4.40802,2.36801,6.78426,2.20367,2.06874,5.77458,4.30248,3.43565,4.64201,3.5545,1.46105,9.60065,2.31881,2.89507,4.77061,6.40898,2.4032,4.42535,8.58413,5.7164,4.19684,5.49304,2.15124,4.42055,2.06722,3.82946,9.51711,4.5253
2019-02-09,2019,6,9.7181,8.72677,8.12559,3.77193,3.26858,5.41054,5.10103,2.31047,3.33758,NA,6.26374,4.28907,5.05556,2.3336,3.8961,1.68435,3.86311,9.53064,10.5448,2.77161,3.9881,3.47899,1.70741,3.25664,8.78375,4.48478,3.19065,6.69291,2.29992,2.10873,5.71163,4.85066,3.87097,6.33502,3.11953,1.76054,10.2308,2.54826,2.96059,6.66667,9.80109,2.2739,6.26471,10.165,6.3544,3.10186,6.6731,2.1666,3.86395,1.58015,5.91826,9.89957,5.21525
2019-02-16,2019,7,9.47277,8.93048,8.5357,3.45424,3.77301,6.15881,5.12684,2.2886,3.50693,NA,5.78883,4.89426,3.06243,2.7887,3.95126,2.20555,5.14668,8.48643,11.7402,3.2882,3.45144,2.92797,1.87009,3.44257,9.85001,4.87805,3.56632,5.44769,2.31839,2.55189,5.48471,6.24253,4.53822,6.34143,3.45506,1.86559,10.4851,2.91153,3.35409,5.84481,8.97847,2.52834,5.38529,10.203,6.44471,3.9679,7.06324,3.32863,5.09171,1.75722,6.01039,9.92647,5.43173
2019-02-23,2019,8,8.02682,7.26441,8.86505,3.9728,3.40884,6.50319,4.60604,1.77706,3.24409,NA,5.23334,5.18962,4.15512,3.16291,4.69711,2.46814,5.78811,8.45357,11.1976,3.30689,3.23261,3.20875,1.79781,3.6947,7.62465,6.52715,3.79244,5.02667,3.64573,2.08,5.4317,6.51274,4.04967,5.87207,4.85437,2.56521,10.4292,3.51386,3.2371,4.96701,8.30766,2.63651,3.8722,9.28852,6.70821,3.7409,7.80574,2.22108,6.51604,2.17075,5.12299,9.17782,5.2776
2019-03-02,2019,9,6.87039,5.88363,8.04892,4.06073,3.59746,6.4305,4.90362,1.11753,2.65689,NA,4.12282,5.15132,2.53807,3.17846,4.87941,3.16291,5.45053,5.35873,9.22489,3.11759,3.83492,2.44278,2.2047,3.3982,6.52977,5.76876,3.63326,3.83595,3.09885,2.01751,4.66111,6.36723,3.24017,4.68043,4.86298,2.58322,8.84198,3.86993,3.12216,3.96483,7.69669,2.0677,3.14595,9.54986,6.03751,2.96093,6.77267,2.24244,6.61162,2.5885,5.46258,10,4.59585
2019-03-09,2019,10,6.52447,5.00055,4.9589,3.93109,3.52475,6.98791,4.93316,1.28294,2.69138,NA,4.17568,4.36075,2.18447,3.29914,4.6503,4.33651,5.48349,4.4367,8.47262,2.70288,3.65072,2.32792,2.30652,3.59236,6.13532,6.00724,3.16529,2.97012,2.88879,1.63508,4.69154,5.72666,3.19059,3.82631,4.52524,3.31366,8.39169,3.97757,3.23066,3.72844,6.18455,2.82282,3.3888,8.74129,5.35187,3.15853,6.72512,3.28871,4.03993,3.17355,6.00572,7.80706,4.40341
2019-03-16,2019,11,5.52171,4.70024,5.55703,3.70686,3.36917,6.19141,3.44199,0.951294,2.83447,NA,3.95222,3.98964,1.66154,3.6678,5.88934,3.8695,4.92237,5.18407,6.58929,3.00134,4.4211,2.40205,2.946,3.56018,4.60165,7.85013,3.42535,3.07095,2.70949,1.43541,4.49555,5.24398,3.2431,3.39309,3.37599,2.74373,6.7508,4.70603,3.22501,4.09024,5.1087,2.00902,2.95803,7.83312,4.85543,2.78866,6.56997,4.59497,3.81303,3.39726,3.68758,8.33333,4.13279
2019-03-23,2019,12,2.78335,3.63049,4.83229,3.9548,3.48291,4.74819,3.88161,0.802512,2.72061,NA,3.60996,2.64128,1.77557,3.12172,3.7385,2.8858,3.40844,5.11053,5.47045,3.0067,3.79044,2.23867,3.21496,3.03359,3.31953,7.25024,2.26349,2.41402,2.40621,1.41022,4.06803,3.80121,3.26153,2.75983,2.78874,2.83945,4.80558,4.71255,2.48837,3.29383,4.4556,1.35503,2.70234,5.80826,4.03966,3.19274,5.21184,3.77262,2.81165,3.56468,3.06301,9.21955,3.56166
2019-03-30,2019,13,1.21058,3.12344,3.50566,3.50585,2.96381,3.69414,4.0982,0.744153,2.64005,NA,3.56675,2.89776,2.34516,2.53223,2.83659,2.0145,2.70009,3.59191,4.76415,2.58904,2.79958,2.37729,2.68487,2.28605,3.11137,5.52656,1.98854,2.60417,2.17391,1.27466,3.6994,2.80429,2.74534,2.46709,2.01018,2.30787,3.45083,2.86383,2.7371,3.84165,4.2654,1.39237,1.76715,4.90247,3.41714,2.07367,4.39267,2.33898,2.57043,2.78141,1.875,8.99823,3.05634
